,Actors 1,Actors 2,Actors 3,Actors 4,Actors 5,Actors 6,Actors 7,Budget,Dialogue,Director,Directors,First Day,First Week,First Weekend,Genre,India Gross,Lyrics,Music,Overseas Gross,Producer,Production Banner,Release Date,Runtime,Screenplay,Screens,Story,Title,Worldwide Gross
3794,Samar Vermani,Vibhav Roy,Ishita Dutta,Ferena Wazeir,Om Puri,Tisca Chopra,Dolly Ahluwalia,--,Nitin Keswani,Manav Bhalla,,"1,75,000","9,45,000","7,00,000",Drama,--,Mehboob,Sana Kotwal,$---,"Manav Bhalla,Gheorghe Seran",1308 Motion Pictures,10-Aug-18,108 min,Nitin Keswani,150,"Manav Bhalla,Nitin Keswani",Lashtam Pashtam,--
3795,Sahil Akhtar,Sheetal Kale,Susheel Vashisth,,,"
",,--,Abdul Sattar,Abdul Sattar,,--,--,--,Drama,--,"Prem Darshan,Giriraj Darshan,Rafiq Sagar,Nawab Raja,Tanveer Ghazi","Ali Ghani,Nazakat - Shujat,Rafiq Sagar",$---,Abdul Sattar,A.S.S. Films,10-Aug-18,127 min,Abdul Sattar,0,Abdul Sattar,Atal Faisla,--
3796,Kiran Acharya,Shanvi Khan,Vikram Sharma,,,,,--,Prafulla Srivastava,Prafulla Srivastava,,--,--,--,,--,"Sohrab A. Khan,Krishna Bhardwaj,Prafulla Srivastava,Prem Nisheeth",Sohrab A. Khan,$---,"Rahul Porwal,Vikrant Srivastava,Kishan Jaiswal",Bakey Bihari Productions,10-Aug-18,85 min,Prafulla Srivastava,0,Prafulla Srivastava,Hill View Villa,--
3797,Akshay Kumar,Mouni Roy,Kunal Kapoor,Amit Sadh,Vineet Kumar,Sunny Kaushal,Atul Kale,"1,07,00,00,000",Reema Kagti,Reema Kagti,,"24,63,00,000","74,31,00,000","42,85,00,000",Drama,--,"Vayu,Javed Akhtar,Arko Pravo Mukherjee","Sachin - Jigar,Arko Pravo Mukherjee,Tanishk","$2,920,000","Farhan Akhtar,Ritesh Sidhwani",Excel Entertainment,15-Aug-18,153 min,Reema Kagti,3050,"Reema Kagti,Rajesh Devraj",Gold,"20,44,00,000"
3798,John Abraham,Manoj Bajpai,Aisha Sharma,Amruta Khanvilkar,Manish Chaudhary,Chetan Pandit,Rajesh Khera,"45,00,00,000",Milap Zaveri,Milap Zaveri,,"19,65,00,000","59,35,00,000","35,03,00,000",Action,--,"Arko Pravo Mukherjee,Kumaar,Shabbir Ahmed","Sajid - Wajid,Arko Pravo Mukherjee,Tanishk,Rochak Kohli","$1,070,000","Madhu Bhojwani,Monisha Advani,Bhushan Kumar,Krishan Kumar,Nikhil Advani",Emmay Entertainment,15-Aug-18,141 min,Milap Zaveri,2550,Milap Zaveri,Satyameva Jayate,"7,49,00,000"
3799,Sonakshi Sinha,Jimmy Shergill,Jassi Gill,Piyush Mishra,Ali Fazal,Aparshakti Khurana,Denzil Smith,"30,00,00,000",Mudassar Aziz,Mudassar Aziz,,"2,63,00,000","16,71,00,000","11,29,00,000",Comedy,--,Mudassar Aziz,Sohail Sen,$---,"Krishika Lulla,Anand L. Rai",Colour Yellow Picture Ltd.,24-Aug-18,137 min,Mudassar Aziz,1400,Mudassar Aziz,Happy Phirr Bhag Jayegi,--
3800,Utkarsh Sharma,Ishita Chauhan,Mithun Chakraborty,Ayesha Jhulka,Nawazuddin Siddiqui,K.K. Raina,Abhimanyu Singh,"25,00,00,000","Sunil Sirvaiya,Amjad Ali,Anil Sharma",Anil Sharma,,"76,00,000","4,01,00,000","2,49,00,000",Drama,--,"Shabbir Ahmed,Kumaar,Manoj Muntashir",Himesh Reshammiya,$---,"Anil Sharma,Deepak Mukut",Anil Sharma Productions,24-Aug-18,164 min,"Amjad Ali,Anil Sharma,Sunil Sirvaiya",1550,Anil Sharma,Genius,--
3801,Ramcharan Patel,Vijay Singh Patel,Vishal Desai,Mushtaq Khan,Shahbaaz Khan,,,--,Aanshh Chaturvedi,Laxman Yaara,,--,--,--,Drama,--,Khalid Bhatti,Rajesh Ghayal,$---,"Renuka Rajput Singh,Raj Rajput Singh",Renuka Raj Rajput Films,24-Aug-18,117 min,Aanshh Chaturvedi,0,Aanshh Chaturvedi,Badla Hindustan Ka,--
3802,Yashpal Sharma,Juhi Singh,Harshit Rajawat,Alka Amin,,,,--,Jitendra Gupta,Pawan Kumar Sharma,,--,--,--,Drama,--,Jitendra Gupta,Balkrishan Sharma,$---,Ravindra Rajawat,Anhad Studios Pvt. Ltd.,24-Aug-18,99 min,Jitendra Gupta,0,Jitendra Gupta,Karim Mohammed,--
3803,Babu Rajoriya,,,,"
",,,--,Preeti - Prakash,Preeti - Prakash,,--,--,--,Drama,--,Pradeep Verma,"Vaishnav Deva,Ramakant Vyas",$---,Babu Rajoriya,Maa Kailadevi Films,24-Aug-18,129 min,Preeti - Prakash,0,Preeti - Prakash,Naagmani - Naag Ka Gehna,--
3804,Suryakant Devkar,Riddhi Godke,Raju Sansare,,,,,--,Gundappa Devkar,Raju Sansare,,--,--,--,Horror,--,Uma Pardesi,Aniruddha - Akshay - M. Deepak,$---,Gundappa Devkar,Bajrang Balaji Films Production,24-Aug-18,104 min,Gundappa Devkar,0,Gundappa Devkar,Surya Aur Mehrunissa Ka Adhura Milan,--
3805,Vishal Malhotra,,"
",,,,,--,Vishal Chaudhary,Sanoj Mishra,,--,--,--,Mystery,--,Santosh Puri,Santosh Puri,$---,Vishal Chaudhary,New Breed Films,24-Aug-18,116 min,Vishal Chaudhary,0,Vishal Chaudhary,Tarana - The Black Story,--
3806,Yash Baba,,,"
",,,,--,Mahmood Khan,Mahmood Khan,,--,--,--,Drama,--,"Sharad Kumar Bhardwaj,Vinay Gupta","Sharad Kumar Bhardwaj,Vinay Gupta",$---,"Mahmood Khan, ",Reel World Creation,24-Aug-18,114 min,Mahmood Khan,0,Mahmood Khan,Mudda Hai Bhookh - The War,--
3807,Harshit Mathur,,,,"
",,,--,Rajat Singh Brar,Manoj Fogat,,--,--,--,Drama,--,Varun Sharma,Karan Singh,$---,Manoj Fogat,Vikram Film Production,31-Aug-18,119 min,"Manoj Fogat,Sachin Madavi",0,Rajat Singh Brar,Sanam Tera Ishaq,--
3808,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi,Aparshakti Khurana,Abhishek Banerjee,Atul Srivastava,Fllora Saini,"24,00,00,000",Sumit Arora,Amar Kaushik,,"6,62,00,000","59,31,00,000","31,58,00,000",Comedy,--,"Vayu,Baadshah,Jigar Saraiya",Sachin - Jigar,"$2,000,000","Dinesh Vijan,Krishna D.K,Raj Nidimoru",D2R Films,31-Aug-18,129 min,"Raj Nidimoru,Krishna D.K",1950,"Raj Nidimoru,Raj Nidimoru,Pawan Sony",Stree,"14,15,00,000"
3809,Dharmendra,Sunny Deol,Bobby Deol,Kriti Kharbanda,Mohan Kapoor,Rajesh Sharma,Binnu Dhillon,"36,00,00,000","Bunty Rathore,Vankush Arora,Anant Ahluwalia",Navaniat Singh,,"1,68,00,000","9,23,00,000","6,13,00,000",Comedy,--,"Kunwar Juneja,Pulkit Rishi","D Soldierz,Sachet - Parampara,Vishal Mishra,Sanjeev - Darshan","$470,000","Aarushi Malhotra,Ginny Khanuja,Kamayani Punia Sharma,Akshay Jayantilal Gada,Jayantilal Gada",Ice Intercut Entertainment,31-Aug-18,147 min,Dheeraj Rattan,2150,Dheeraj Rattan,Yamla Pagla Deewana Phir Se...,"3,32,52,500"
3810,Manoj Bajpai,Ranvir Shorey,Neeraj Kabi,Shahana Goswami,Om Singh,Ashwath Bhatt,Shruti Sharma,--,Dipu Karunakaran,Dipesh Jain,,"4,50,000","30,00,000","20,00,000",Drama,--,,,$---,"Suchi Jain,Dipesh Jain,Lena Vurma",Exstant Motion Pictures,07-Sep-18,114 min,Dipesh Jain,0,Dipesh Jain,Gali Guleiyan,--
3811,Tathastu,Aryan Preet,Ranvir Shorey,Paoli Dam,Kumud Mishra,Devender Chaudhary,,--,Nitin Dixit,Nila Madhab Panda,,"2,00,000","13,00,000","9,00,000",Drama,--,Protique Majumdar,Shankar - Ehsaan - Loy,$---,Roshni Nadar Malhotra,Akshay Parija Productions,07-Sep-18,114 min,Nitin Dixit,0,"Nila Madhab Panda,Nitin Dixit",Halkaa,--
3812,Jackie Shroff,Arjun Rampal,Sonu Sood,Gurmeet Choudhary,Harshvardhan Rane,Luv Sinha,Siddhanth Kapoor,--,J.P. Dutta,J.P. Dutta,,"1,27,00,000","7,30,00,000","5,15,00,000",Action,--,Javed Akhtar,Anu Malik,"$95,000",,J.P. Films,07-Sep-18,154 min,J.P. Dutta,0,J.P. Dutta,Paltan,"67,92,500"
3813,Avinash Tiwary,Tripti Dimri,Sumit Kaul,Parmeet Sethi,Benjamin Gilani,Abrar Qazi,Sahiba Bali,--,"Imtiaz Ali,Sajid Ali",Sajid Ali,,"34,00,000","2,17,50,000","1,51,00,000",Love Story,--,Irshad Kamil,"Joi Barua,Niladri Kumar,Alif Band","$30,000","Ekta Kapoor,Shobha Kapoor,Preety Ali",Balaji Motion Pictures,07-Sep-18,139 min,"Imtiaz Ali,Sajid Ali",0,"Imtiaz Ali,Sajid Ali",Laila Majnu,--
3814,Shahrukh Khan,Kajol,Siddharth,Shilpa Shetty,Dalip Tahil,Johny Lever,Anant Mahadevan,--,"Akash Khurana,Javed Siddique,Robin Bhatt",Abbas - Mustan,,--,--,--,Thriller,--,"Zafar Gorakhpuri,Jauhar Kanpuri,Nawab Arzoo,Rani Malik,Zamir Qazmi,Dev Kohli",Anu Malik,$---,Ganesh Jain,United Seven Entertainment Ltd.,12-Nov-93,173 min,"Akash Khurana,Javed Siddique,Robin Bhatt",0,"Javed Siddique,Akash Khurana,Robin Bhatt",Baazigar,--
3815,Sheeba,Sujoy Mukherjee,Kader Khan,Anupam Kher,Aruna Irani,Raza Murad,Sadashiv Amrapurkar,--,Anwar Khan,Vijay Reddy,,--,--,--,Comedy,--,"Rani Malik,Bharat Acharya",Naresh Sharma,$---,Ashok Adnani,Tridev Films,29-Oct-93,142 min,Anwar Khan,0,Anwar Khan,Hum Hain Kamaal Ke,--
3816,Mithun Chakraborty,Ayesha Jhulka,Ravi Behl,Indrani Banerjee,Shakti Kapoor,Raj Babbar,Tinnu Anand,--,Anwar Khan,Partho Ghosh,,--,--,--,Masala,--,"Prakash Mehra,Maya Govind,Anjaan",Bappi Lahiri,$---,Prakash Mehra,Prakash Mehra Productions,29-Oct-93,160 min,Tarun Ghosh,0,Kaushal Bharti,Dalaal,--
3817,Amita Nangia,Govind,Jeetu Sodhi,Devika,,,,--,S.M. Alam,Sunil Kumar,,--,--,--,Love Story,--,G.P. Satish,Bhoopi - Kanakraj,$---,Mukesh Munjal,S.S.S. Films,22-Oct-93,123 min,S.M. Alam,0,S.M. Alam,Ishq Aur Inteqaam,--
3818,Ajay Devgn,Raveena Tandon,Kulbhushan Kharbanda,Saeed Jaffrey,Mohnish Bahl,Raza Murad,Deven Verma,--,Lalit Mahajan,Deepak Bahry,,--,--,--,Action,--,"Gulshan Bawra,Kulwant Jani,Naqsh Layalpuri,Rani Malik,Dev Kohli",Mahesh - Kishor,$---,Chander Sadanah,Sadhana Movies,22-Oct-93,136 min,Lalit Mahajan,0,Lalit Mahajan,Ek Hi Raasta,--
3819,Sridevi,Salman Khan,Pran,Gulshan Grover,Asha Sachdev,Tinnu Anand,Puneet Issar,--,Anwar Khan,Debaloy Dey,,--,--,--,Sci Fi / Fantasy,--,Sameer,Anand - Milind,$---,Bubby Kent,Karishma International,22-Oct-93,152 min,Anwar Khan,0,Salman Khan,Chandra Mukhi,--
3820,Madhuri Dixit,Salman Khan,Kader Khan,Anupam Kher,Asrani,Tej Sapru,Raja Duggal,--,Reema Rakeshnath,Lawrence D'Souza,,--,--,--,Love Story,--,Sameer,Nadeem - Shravan,$---,Rakesh Nath,Dashaka Films Pvt. Ltd.,22-Oct-93,142 min,Reema Rakeshnath,0,Reema Rakeshnath,Dil Tera Aashiq,--
3821,Sheeba,Ravi Behl,Kiran Kumar,Beena Banerjee,Arif Khan,Satish Shah,Shiva Rindani,--,Mahendra Dahelvi,Ramesh Lakhiani,,--,--,--,Love Story,--,"Mahendra Dahelvi,Rani Malik,Hasrat Jaipuri",Jatin - Lalit,$---,Ramesh Lakhiani,Kay Aar Films,15-Oct-93,132 min,Mahendra Dahelvi,0,Mahendra Dahelvi,Boy Friend,--
3822,Shammi Kapoor,,,,,,,--,Achala Nagar,Mohan Prasad,,--,--,--,Drama,--,"Dev Kohli,Ravindra Rawal",Surinder Kohli,$---,"Mohan Prasad,B.K. Jaiswal",Nisha Manish Arts,08-Oct-93,152 min,Gyandev Agnihotri,0,Mohan Prasad,Dosti Ki Saugandh,--
3823,Armaan Kohli,Ayesha Jhulka,Pran,Kiran Kumar,Gulshan Grover,Tinnu Anand,Sadashiv Amrapurkar,--,Ranbir Pushp,Partho Ghosh,,--,--,--,Mystery,--,"Dev Kohli,Shyam Bhatija,Sanjeev Anand",Charanjit Ahuja,$---,Pushpa S. Choudhary,Heera International,08-Oct-93,146 min,Ranbir Pushp,0,Ranbir Pushp,Kohra,--
3824,Suneil Shetty,Saif Ali Khan,Shilpa Shirodkar,Madhoo,Siddharth,Kiran Kumar,Raza Murad,--,"Javed Siddique,Sujit Sen,Robin Bhatt",Deepak Shivdasani,,--,--,--,Drama,--,Sameer,Anand - Milind,$---,"A.K. Abdul,Jeevat A.T.",A.J. Combine,08-Oct-93,138 min,"Javed Siddique,Sujit Sen,Robin Bhatt",0,"Javed Siddique,Robin Bhatt,Sujit Sen",Pehchaan,--
3825,Sunny Deol,Dimple Kapadia,Raza Murad,Sumeet Saigal,Sujata Mehta,Soni Razdan,Anjana Mumtaz,--,B.R. Ishara,Mahesh Bhatt,,--,--,--,Drama,--,"Neeraj Shridhar,Payam Sayeedi",Rajesh Roshan,$---,Paresh Bagbara,Chitralaya Movietone,08-Oct-93,126 min,Akash Khurana,0,Akash Khurana,Gunaah,--
3826,Rajit Kapoor,Rajeshwari Sachdev,Pallavi Joshi,Neena Gupta,Amrish Puri,Raghuvir Yadav,K.K. Raina,--,Shama Zaidi,Shyam Benegal,,--,--,--,Drama,--,Vasant Dev,Vanraj Bhatia,$---,,Doordarshan,01-Oct-93,140 min,Shama Zaidi,0,Dharamveer Bharati,Suraj Ka Satvan Ghoda,--
3827,Irfan Kamal,Neelu Kapoor,Shashi,,,,,--,Kader Khan,Kamal Master,,--,--,--,Love Story,--,Anand Bakshi,Laxmikant - Pyarelal,$---,Asghar Hussain,A.H. Movies,01-Oct-93,150 min,"Prayag Raj,Gyandev Agnihotri",0,Gyandev Agnihotri,Chaahonga Main Tujhe,--
3828,Krishan Kumar,Tanya Singh,Shammi Kapoor,Pran,Prem Chopra,Deven Verma,Manohar Singh,--,Pawan Sethi,Ketan Anand,,--,--,--,Mystery,--,"Rani Malik,Yogesh,Kulwant Jani",Amar - Utpal,$---,Gulshan Kumar,Super Cassettes Industries Pvt. Ltd.,01-Oct-93,162 min,Pawan Sethi,0,Gulshan Kumar,Aaja Meri Jaan,--
3829,Mithun Chakraborty,Gautami,Harish,Shweta,Shakti Kapoor,Paresh Rawal,Gulshan Grover,--,Santosh Saroj,Arshad Khan,,--,--,--,Action,--,Sameer,Anu Malik,$---,Salim Aftab,Aftab Pictures Pvt. Ltd.,01-Oct-93,154 min,"Santosh Saroj,Salim Aftab",0,"Santosh Saroj,Salim Aftab",Aadmi,--
3830,Mukesh Khanna,,,,,,,--,Bashir Babbar,Kanti Shah,,--,--,--,Action,--,"Mahendra Dahelvi,Dilip Tahir",Jeetu - Tapan,$---,Kishan Shah,Priya Arts,24-Sep-93,125 min,Kanti Shah,0,Kanti Shah,Rani Aur Maharaani,--
3831,Sanjay Dutt,Sridevi,Anupam Kher,Rahul Roy,Laxmikant Berde,Soni Razdan,Reema Lagoo,--,Robin Bhatt,Mahesh Bhatt,,--,--,--,Drama,--,Anand Bakshi,Laxmikant - Pyarelal,$---,Yash Johar,Dharma Productions Pvt. Ltd.,24-Sep-93,149 min,"Robin Bhatt,Sujit Sen",0,"Robin Bhatt,Sujit Sen",Gumrah,--
3832,Mithun Chakraborty,Farha,Shilpa Shirodkar,Deepak Tijori,Shrishti,Kiran Kumar,Kader Khan,--,Anwar Khan,S.A. Chandrashekhar,,--,--,--,Drama,--,Sameer,Anand - Milind,$---,Pawan Arora,Universal Enterprises,24-Sep-93,148 min,S.A. Chandrashekhar,0,S.A. Chandrashekhar,Jeevan Ki Shatranj,--
3833,Aatish Devgan,,,,,,,--,Jalees Sherwani,V. Subba Rao,,--,--,--,Action,--,Majrooh Sultanpuri,Rajesh Raman,$---,Nazim Hassan Rizvi,Emaar Films International,17-Sep-93,139 min,Amrit Aryan,0,Amrit Aryan,Apaatkaal,--
3834,Ronit Roy,Tisca Chopra,Shakti Kapoor,,,,,--,Rasheed Khan,Vicky Ranawat,,--,--,--,Drama,--,"Rani Pandit,Sudhir Kamesra,Vikram Sood",Rajan - Arvind,$---,Ishtyaqe Ahmed,Alfa International,17-Sep-93,140 min,Vicky Ranawat,0,Vicky Ranawat,15th August,--
3835,Siddharth,,Kiran Kumar,Sadashiv Amrapurkar,,,,--,Nawab Arzoo,Ambrish Sangal,,--,--,--,Action,--,Nawab Arzoo,Dilip Sen - Sameer Sen,$---,Hiren Bafna,Shree Durga Laxmi Enterprises,17-Sep-93,119 min,Amrit Aryan,0,,Khoon Ka Sindoor,--
3836,Farheen,Ravi Kissen,Sadashiv Amrapurkar,,,,,--,Bashir Babbar,Kanti Shah,,--,--,--,Action,--,"K.K. Verma,Nawab Arzoo,Maya Govind,Rani Malik",Bappi Lahiri,$---,P.L. Ahuja,Ambika Films,17-Sep-93,137 min,Kanti Shah,0,Kanti Shah,Aag Ka Toofan,--
3837,Akshay Kumar,Ashwini Bhave,Farheen,Alok Nath,Ranjeet,Anupam Kher,Laxmikant Berde,--,Madan Joshi,Sikander Bharti,,--,--,--,Action,--,Sameer,Nadeem - Shravan,$---,Jimmy Nirula,Manish Arts,10-Sep-93,148 min,Sikander Bharti,0,Sikander Bharti,Sainik,--
3838,Sunny Deol,Jaya Prada,Prasenjit Chatterjee,Prem Chopra,Shakti Kapoor,Neena Gupta,Pradeep Kumar,--,Zubair Khan,Shibu Mitra,,--,--,--,Drama,--,Kunwar Ajit Singh,Bappi Lahiri,$---,"Kunwar Ajit Singh,Sital S. Johal",Kukku Films,10-Sep-93,153 min,"Ram Kelkar,Kunwar Ajit Singh",0,Kunwar Ajit Singh,Veerta,--
3839,Jackie Shroff,Dimple Kapadia,Aishwarya,Mukesh Rishi,Amrish Puri,Annu Kapoor,Shammi Kapoor,--,Suraj Sanim,Priyadarshan,,--,--,--,Action,--,Javed Akhtar,R.D. Burman,$---,R. Mohan,Goodluck Films,10-Sep-93,170 min,Priyadarshan,0,A.K. Lohitadas,Gardish,--
3840,Chunky Pandey,Sonam Kapoor,Shakti Kapoor,Kiran Kumar,Vinod Mehra,Om Shivpuri,Anjana Mumtaz,--,Anees Bazmee,Sikander Bharti,,--,--,--,Masala,--,"Anjaan,Sikander Bharti",Bappi Lahiri,$---,Sundeep Kumar,Sundeep Films,27-Aug-93,156 min,Anees Bazmee,0,Anees Bazmee,Police Wala,--
3841,Ajay Devgn,Pratibha Sinha,Vivek Mushran,Mohnish Bahl,Kader Khan,Anjana Mumtaz,Alok Nath,--,Anwar Khan,K.C. Bokadia,,--,--,--,Drama,--,"Sameer,Rani Malik,K.K. Verma",Laxmikant - Pyarelal,$---,Avinash Chander,Avinash Productions,27-Aug-93,159 min,K.C. Bokadia,0,K.C. Bokadia,Dil Hai Betaab,--
3842,Rishi Kapoor,Manisha Koirala,Dara Singh,Saeed Jaffrey,Gufi Paintal,Puneet Issar,Sudha Chopra,--,"Anil Nagrath,Sohel Don",Ketan Desai,,--,--,--,Love Story,--,"Raam - Laxman,Dev Kohli,Ravindra Rawal,Maya Govind,Rani Malik",Raam - Laxman,$---,Manmohan Desai,M.K.D. Films,27-Aug-93,165 min,Honey Irani,0,Prayag Raj,Anmol,--
3843,Mithun Chakraborty,Sumalatha,,,,,,--,Iqbal Durrani,Raj N. Sippy,,--,--,--,Drama,--,Sameer,Anand - Milind,$---,Monika Padhal,P.M. Films,20-Aug-93,130 min,Mohinder Ashish,0,Mohinder Ashish,Pardesi,--
3844,Sunil Dutt,Rajendra Kumar,Kumar Gaurav,Madhuri Dixit,Shakti Kapoor,Kirti Singh,Maya Alagh,--,Kamlesh Pandey,Singeetam Srinivasa Rao,,--,--,--,Love Story,--,Anand Bakshi,Anand - Milind,$---,Rajendra Kumar,Aryan Films,20-Aug-93,169 min,,0,Singeetam Srinivasa Rao,Phool,--
3845,Mammootty,Jaya Prada,Farha,Sujata Mehta,Nagma,Danny Denzongpa,Shahbaaz Khan,--,Iqbal Durrani,Iqbal Durrani,,--,--,--,Drama,--,Sameer,Nadeem - Shravan,$---,Dinesh Patel,Sonu Films International,20-Aug-93,167 min,Iqbal Durrani,0,Iqbal Durrani,Dhartiputra,--
3846,Deepak Tijori,Pooja Bhatt,Raveena Tandon,Paresh Rawal,Makarand Deshpande,Jayant Kripalani,Khan Jahangir Khan,--,Sanjay Chhel,Ashutosh Gowariker,,--,--,--,Mystery,--,Anand Bakshi,"Neeraj Vora,Uttankk V. Vorra",$---,"Viral Shah,Mohammed A. Rahim",Ahlan Productions,13-Aug-93,132 min,"Neeraj Vora,Ashutosh Gowariker",0,,Pehla Nasha,--
3847,Rishi Kapoor,Sunny Deol,Farha,Juhi Chawla,Tanuja,Prem Chopra,Anupam Kher,--,Anwar Khan,K. Pappu,,--,--,--,Masala,--,Anjaan,Bappi Lahiri,$---,K. Pappu,Inderjit Films,13-Aug-93,141 min,"Ranbir Pushp,M. Parvez Khan",0,Raj Kanwar,Izzat Ki Roti,--
3848,Daboo Malik,,,,,,,--,Rakesh Kashyap,Rakesh Kashyap,,--,--,--,Mystery,--,"Yogesh,Nandi Khanna",C.P. Bhatti,$---,Shyam,Shivalay Productions,06-Aug-93,122 min,Rakesh Kashyap,0,Rakesh Kashyap,Bhuchaal,--
3849,Abhishek Bachchan,Taapsee Pannu,Vicky Kaushal,Vikram Kochhar,Arun Bali,Ashnoor Kaur,Neelu Kohli,--,Kanika Dhillon,Anurag Kashyap,,"3,28,00,000","20,32,00,000","13,81,00,000",Love Story,--,Shellee,Amit Trivedi,"$1,280,000",Anand L. Rai,Colour Yellow Picture Ltd.,14-Sep-18,157 min,Kanika Dhillon,1550,Kanika Dhillon,Manmarziyan,"9,21,60,000"
3850,Jacky Bhagnani,Kritika Kamra,Neeraj Sood,Prateek Gandhi,Shivam Parekh,Perelene Bhersaina,Sunil Sinha,--,Shaarib Hashmi,Nitin Kakkar,,"46,00,000","3,45,00,000","2,19,00,000",Drama,--,"Homi Dilliwala,Kalim Shaikh,Tanishk,Abhishek Nailwal,Kumaar,Honey Singh,Vayu,Sameeruddin,Akshay Verma","Tanishk,Honey Singh,DJ Chetas,Vayu,Sameeruddin,Toshi - Sharib","$15,000",Vikram Malhotra,Abundantia Entertainment,14-Sep-18,119 min,Shaarib Hashmi,850,Tarun Bhasker,Mitron,"10,80,000"
3851,Mrunal Thakur,Manoj Bajpai,Richa Chaddha,Anupam Kher,Riya Sisodiya,Adil Hussain,Sai Tamhankar,--,Ritesh Shah,Tabrez Noorani,,"22,00,000","1,59,00,000","1,00,00,000",Drama,--,Rianjali,A.R. Rehman,$---,"Tabrez Noorani,David Womark",Cinemantra Entertainment & Media,14-Sep-18,126 min,"Ted Caplan,Alkesh Vaja",400,Tabrez Noorani,Love Sonia,--
3852,Shivam Tiwari,Kritika Mishra,Sophia Singh,Rahul Dev,Hemant Pandey,,"
",--,"Param Kalra,Pritam Jha",Shivam Tiwari,,--,--,--,Drama,--,Sagar Lahauri,Parviesh Singh,$---,Adhir Gunness,D.S. Films Entertainment,14-Sep-18,123 min,"Param Kalra,Nishant Ranjan ",0,Shivam Tiwari,22 Days,--
3853,Sunny Pancholi,,,,,"
",,--,Kirit Patel,Sudhirdurlabh Tandel,,--,--,--,Drama,--,"Sanjay Mishra,Kirit Patel",Shiv - Ram,$---,Dinesh Ramana,Pruthvi Film Industries,14-Sep-18,142 min,Kirit Patel,0,Kirit Patel,Turning Point,--
3854,Lalit Parimoo,Sheetal Dimri,Abhishek Pandey,Durga Sagar,,,,--,Karan Kashyyap,Karan Kashyyap,,--,--,--,Drama,--,Vishnu Vikram,Vishnu Vikram,$---,Ravi Shukla,Shri Balaji Global Films,14-Sep-18,110 min,Karan Kashyyap,0,Karan Kashyyap,Kathor,--
3855,Anurag,,,"
",,,,--,Moazzam Khan,Moazzam Khan,,--,--,--,,--,,Naushad Ali Rahat,$---,Rakesh Raj Saini,Shri Raj Balaji Film Production,14-Sep-18,110 min,Moazzam Khan,0,Moazzam Khan,The Last Mistake Of My Life,--
3856,Manu Gargi,,,,,,,--,Dev Anand,Dev Anand,,--,--,--,Love Story,--,M.G. Hashmat,Raam - Laxman,$---,"Dev Anand,M. Harwani",SIC Productions,03-Sep-93,140 min,Dev Anand,0,Dev Anand,Pyar Ka Taraana,--
3857,Jeetendra,Govinda,Reena Roy,Meenakshi Sheshadri,Laxmikant Berde,Dalip Tahil,Sushmita Mukherjee,--,Achala Nagar,J. Om Prakash,,--,--,--,Drama,--,Sameer,Nadeem - Shravan,$---,Padma Rani,Filmyug Pvt. Ltd.,03-Sep-93,158 min,"Achala Nagar,Ram Kelkar",0,Achala Nagar,Aadmi Khilona Hai,--
3858,Rishi Kapoor,Anil Kapoor,Sridevi,Kader Khan,Kiran Kumar,Danny Denzongpa,Pran,--,K.K. Singh,Vinod Mehra,,--,--,--,,--,"Majrooh Sultanpuri,Sameer",R.D. Burman,$---,Vinod Mehra,V.M. Productions,28-Aug-18,157 min,"Prayag Raj,K.K. Shukla",0,"Prayag Raj,K.K. Shukla",Guru Dev,--
3859,Jeetendra,Jaya Prada,Anu Agarwal,Mehmood,Bhaarat B. Bhalla,Varsha Usgaonkar,Puneet Issar,--,Kamleshwar,Saawan Kumar Tak,,--,--,--,Drama,--,Saawan Kumar Tak,Mahesh - Kishor,$---,Saawan Kumar Tak,Saawan Kumar Productions,06-Aug-93,147 min,Sachin Bhowmick,0,Bhaarat B. Bhalla,Khal - Naikaa,--
3860,Sanjay Dutt,Jackie Shroff,Madhuri Dixit,Ramya Krishnan,Rakhee,Anupam Kher,Pramod Moutho,--,"Subhash Ghai,Kamlesh Pandey",Subhash Ghai,,--,--,--,Action,--,Anand Bakshi,Laxmikant - Pyarelal,$---,Subhash Ghai,Mukta Arts,06-Aug-93,173 min,"Subhash Ghai,Ram Kelkar",0,Subhash Ghai,Khalnayak,--
3861,Nawazuddin Siddiqui,Rasika Dugal,Tahir Bhasin,Ranvir Shorey,Rajshri Deshpande,Ila Arun,Tillotama Shome,--,Nandita Das,Nandita Das,,"44,00,000","2,91,00,000","1,95,00,000",Drama,--,,Sneha Khanwalkar,$---,,FilmStoc,21-Sep-18,116 min,Nandita Das,450,"Mir Ali Hussain,Sadia Toor",Manto,--
3862,Shahid Kapoor,Shraddha Kapoor,Yami Gautam,Divyendu Sharma,Atul Srivastava,Sushmita Mukherjee,Shaarib Hashmi,"49,00,00,000",Siddharth - Garima,Shree Narayan Singh,,"6,20,00,000","31,42,00,000","21,45,00,000",Drama,--,"Manoj Muntashir,Siddharth - Garima","Sachet - Parampara,Rochak Kohli,Anu Malik","$920,000","Nishant Pitti,Kusam Arora,Bhushan Kumar,Nitin Chandrachud,Krishan Kumar,Shree Narayan Singh",Krti Pictures LLP,21-Sep-18,162 min,Siddharth - Garima,2250,"Siddharth - Garima,Vipul K. Rawal",Batti Gul Meter Chalu,"6,62,40,000"
